filename,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
img0.jpg,69.60129166,89.99695587,58.36865997,133.6850977,37.46671295,216.9019547,93.60644531,209.8998413,117.5484619,207.5074387,155.6723385,202.6303787,179.6310806,199.8242111,228.9280853,194.8335571,173.4436569,83.37519455,145.6888409,85.11293411,132.7667122,85.80541611,112.1341887,87.21380615,99.09005165,88.03050613,98.89251328,97.66998291,115.2776957,96.57317162,131.9573231,95.45664978,148.6879349,94.46923447,94.94017792,181.5829735,120.0793223,178.9563103,147.5371704,176.0873833,170.3035431,173.7086372,113.359086,129.1953673,125.5974214,120.0265465,128.2379847,136.9580231,141.4801083,126.8994075,127.8365732,128.0133431
img1.jpg,173.6342621,-739.3540649,348.0141754,306.3061981,321.2198334,150.8892498,238.2483826,113.777916,212.4569778,102.0158501,178.627758,86.9511528,161.1156464,79.07143402,132.0809517,65.78995514,-86.2673645,102.6174126,-103.9767151,158.8551922,-121.0644073,207.974617,-173.7519531,380.4332428,-290.5458679,751.3237915,25.67999268,366.5855103,0.452400208,237.634613,-12.35267639,172.1815376,-19.11981201,132.8694735,229.1037674,124.6535971,196.3306198,108.1409702,167.7545357,93.7430191,148.257885,83.91970444,152.0091038,147.4577103,111.847578,139.6118326,144.3195515,120.9431109,110.2584743,113.6217251,128.2378742,128.1927805
img2.jpg,247.6131134,401.7969971,240.7664719,171.8921318,238.3204956,104.875948,191.8862,93.18374634,174.0946655,88.50820541,147.645483,81.89509201,132.2613163,77.96960068,103.5915165,70.42761993,-37.09915161,162.6060944,3.251785278,196.7652054,26.60029602,217.5638809,75.35282516,257.8024139,114.717474,291.1266022,138.1564016,228.9785919,98.59596443,203.7748184,65.32295609,182.5767365,37.78005981,164.4295883,187.63871,103.9186993,164.9846573,97.53096199,142.2514248,91.1208992,124.8150563,86.20438766,147.7243595,135.6773186,122.3237739,139.1823969,135.7235351,119.32516,111.2772198,121.4909863,128.2108378,128.0820644
img3.jpg,87.62425613,182.1654778,134.2713079,172.2743073,169.8492088,164.5224686,165.4616547,142.7272196,163.7695923,133.5065808,160.8073692,118.9613962,159.0325851,109.8989468,155.6605511,91.59549332,80.54714584,86.58714294,82.25291061,110.2967396,82.89382935,121.7555723,84.43975449,140.6932564,85.32944107,153.0595665,99.22071075,151.0623856,97.9271431,137.1789427,96.64631844,123.4322996,95.56596756,110.0490475,156.6196156,143.8398228,154.578825,132.6257014,152.3772945,120.528316,150.5733051,110.615406,129.2816736,137.0483847,121.9341922,129.3046831,134.0192757,128.124284,126.836616,119.7867184,128.0142017,128.1002614
img4.jpg,-125.576355,382.8224487,158.0179195,255.504364,234.5033112,220.4161224,204.3889008,166.4518471,194.8799896,148.9929581,181.8892441,125.8337982,175.113636,113.601965,163.8506813,92.8537178,39.15326691,50.90502167,25.9836731,77.13806534,16.67337799,94.44405746,-3.080993652,135.033174,-22.97898865,174.668808,40.57160187,171.7027588,48.87776184,133.1736355,54.83905792,105.5214596,59.65218353,85.11597443,190.0180359,166.9124794,179.3697128,144.9526863,169.8019447,125.2212796,163.1166191,111.4342842,132.0984945,145.408802,115.0793419,127.8613011,140.1437311,130.5008125,124.8002212,114.4085922,128.0418823,128.1778998
img5.jpg,48.18061829,143.5010977,97.7666626,174.2994919,142.2810612,201.6217728,156.3846207,175.2604256,162.4168625,164.4992561,171.4431,147.5170803,177.0608406,137.1671171,188.4574356,116.8112183,114.6448078,59.15127563,98.53049469,79.51392746,90.48753738,89.35274506,77.47821426,106.1163864,68.78406143,117.1026525,82.28943634,125.7839448,91.95922089,112.8843279,101.4286118,100.252039,110.7024479,88.19947052,145.3322048,167.8802643,152.625145,155.1120949,160.3779984,141.5387344,166.6441193,130.5682795,121.9342113,137.2891808,120.8454046,124.3249359,134.1021438,133.0358748,133.4570422,119.6430569,127.9330984,128.1024535
img6.jpg,-290.0255432,213.3278198,7.862129211,374.094986,379.4542999,569.6737366,275.1828613,260.5748138,259.0280304,210.7375336,241.7588959,160.2972946,234.6633301,139.0093651,225.1146088,108.9629021,83.06810379,49.07814789,53.90525055,61.84169006,34.16355133,70.17293167,-10.63845825,90.09019852,-54.97138977,109.4931564,-12.22698975,128.2265555,29.78855896,102.0281982,58.05599976,84.40232086,78.39484787,72.05298615,225.0976334,237.511261,217.2483826,186.1452751,211.7364273,150.0747166,208.5159225,128.9995283,117.8069324,148.8798676,108.653759,121.7121592,146.0575104,137.1772966,135.1913366,113.2689915,127.9016641,128.2014351
img7.jpg,76.17178345,178.8283348,129.532501,176.7876663,172.6005707,174.9031906,169.3908997,149.6189709,168.2674179,139.2698917,166.1943207,123.2675772,165.0131226,113.5302124,162.9279556,94.38719559,83.73025131,81.44470978,81.91124344,104.2222347,80.81934738,115.5154524,79.47711563,134.7022209,78.45222473,147.5358849,93.49766541,147.6640434,94.17497635,133.0893426,94.8303566,118.9866095,95.62727356,105.5802975,158.8234673,149.3467655,157.6005745,136.8722687,156.3100872,123.7082086,155.2741661,113.1409378,128.3033286,137.6565628,121.1518512,128.4751445,134.6810408,129.0047895,127.7288538,119.3679733,128.0033344,128.1061506
img8.jpg,-1034.408081,943.3988037,165.2527351,390.2658997,357.5987396,298.9725952,252.9336166,178.7763672,230.9184341,153.0362778,206.1869507,124.7983382,195.1230087,112.0228891,178.9700508,93.01295471,47.54445648,68.08811569,24.70001221,86.45391083,7.344764709,99.91059875,-37.53088379,136.4844418,-93.1452179,181.1955872,-10.1003418,179.7117538,23.85943604,134.2706814,43.5474472,107.9264622,56.60767365,91.03106689,226.2397919,178.8712959,204.3022156,147.5968628,187.9874001,124.3383009,178.0818481,110.2168388,130.8267746,147.9009972,110.415493,128.0285795,144.6701317,130.564929,126.0384429,114.1902895,128.0270088,128.1901471
img9.jpg,118.9339609,244.7842941,177.4612122,178.1408997,214.1981125,135.7893295,185.8578873,114.9603443,175.1538849,106.8358154,159.0861416,95.08861923,149.8044014,88.19911957,132.6344233,75.15630722,43.35313416,120.3508501,57.74290466,144.1893101,65.2577858,157.2059536,79.71609497,180.5906525,90.06717682,197.7385254,108.5770569,181.3048248,96.03286362,163.6864967,84.72559738,147.8054371,74.85823822,133.5204582,176.5427017,122.9573002,163.7475815,112.7110538,150.8763657,102.4038677,140.9827824,94.4811554,136.9708042,137.094079,121.4798498,134.1901731,135.4600124,123.5039039,120.2827392,120.1766901,128.096639,128.097967
